Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
13/11/2013,SydneyAirport,15.1,29.7,7.8,3.2,13,SSW,44,WNW,ENE,17,28,48,36,1014.4,1010.8,1,3,21,25.6,Yes,0,No
14/11/2013,SydneyAirport,16.9,28.6,0,9.6,13.2,W,43,WSW,ESE,20,28,27,36,1014.3,1011.4,0,1,21.9,23.4,No,0,No
15/11/2013,SydneyAirport,16.4,23,0,7.8,8,S,50,SSW,SE,13,31,69,68,1015.8,1015,3,6,20.5,20.2,No,80.4,Yes
16/11/2013,SydneyAirport,14.5,21.2,80.4,NA,5.6,SSE,52,SSE,SE,22,37,75,79,1016.1,1014.8,7,7,18.1,18.9,Yes,11.2,Yes
17/11/2013,SydneyAirport,15.3,18.6,11.2,5.6,0,S,61,SSW,S,33,39,86,79,1015.5,1014.4,7,8,16.1,17.3,Yes,13.6,Yes
18/11/2013,SydneyAirport,14.9,19.6,13.6,4,0,S,61,SSW,SSE,44,37,83,97,1013.4,1010.6,8,8,17.1,17.7,Yes,15.8,Yes
19/11/2013,SydneyAirport,16.1,24.1,15.8,2,10.3,S,48,SSW,SSE,30,24,80,57,1011.5,1010.5,6,2,19.3,22.8,Yes,0,No
20/11/2013,SydneyAirport,17,26.7,0,6.8,12,ENE,43,WNW,ENE,11,28,72,55,1012.4,1010.6,4,1,21.1,25.2,No,0,No
21/11/2013,SydneyAirport,19.6,27.1,0,6.2,9.8,NE,52,NE,NE,28,35,61,49,1012.7,1010.2,6,5,24.1,26.3,No,2.2,Yes
22/11/2013,SydneyAirport,20.1,25.9,2.2,9.8,2.9,NNE,78,NE,NNE,33,44,74,61,1009.2,1006.5,7,7,21.8,23.1,Yes,10.2,Yes
23/11/2013,SydneyAirport,17.8,24.9,10.2,4,9.3,NNE,41,W,S,11,15,69,72,1005.7,1003.1,3,5,22.7,22,Yes,0.4,No
24/11/2013,SydneyAirport,17.3,23.1,0.4,5,13,SSW,50,SSE,SE,17,28,64,50,1006.3,1005.2,1,2,19.8,21.8,No,0,No
25/11/2013,SydneyAirport,16.3,22,0,8.2,10.3,S,78,SSW,SSW,13,46,63,77,1008.2,1009.1,3,7,19.9,19.4,No,0.4,No
26/11/2013,SydneyAirport,15.8,21.1,0.4,7.4,7.7,S,56,S,S,30,30,62,51,1016.7,1016.6,7,1,17.6,20.2,No,0,No
27/11/2013,SydneyAirport,14.2,24.1,0,5.6,12.6,E,41,WNW,E,13,28,46,45,1018.2,1014.7,1,1,20.5,22.6,No,0,No
28/11/2013,SydneyAirport,17.3,29.3,0,8,11.2,NE,57,N,NE,17,39,55,45,1011.6,1004.6,6,7,22.9,27.6,No,0,No
29/11/2013,SydneyAirport,19.6,20.7,0,10.6,0,SSW,69,S,SSW,20,41,76,82,1005.9,1009,8,7,20.5,17,No,8.4,Yes
30/11/2013,SydneyAirport,14.4,21.6,8.4,3.4,7.3,SSW,56,S,S,30,28,64,56,1018.8,1019.7,7,2,18.2,19.8,Yes,0,No
01/12/2013,SydneyAirport,14.3,23.2,0,7,7.5,SSE,35,SSE,E,11,17,66,47,1025.1,1024.4,5,4,19.4,21.1,No,0,No
02/12/2013,SydneyAirport,17,25.6,0,5,12.1,NE,44,NE,ENE,13,30,41,39,1022.5,1019.4,4,5,22,25,No,0,No
03/12/2013,SydneyAirport,16.4,26.4,0,8,13.3,NE,59,N,NE,17,37,47,41,1017.7,1013.3,2,1,22.8,25.7,No,0,No
04/12/2013,SydneyAirport,17.4,29.1,0,8.8,7.9,NNE,67,NNE,NE,13,31,52,52,1006.1,1000.4,5,7,24,26.7,No,3.4,Yes
05/12/2013,SydneyAirport,18.7,27.5,3.4,8,8.4,W,94,SW,W,13,54,87,29,997,997.5,7,6,20.6,20.5,Yes,0,No
06/12/2013,SydneyAirport,13.1,21.8,0,10,13.6,W,54,WSW,SE,33,24,33,34,1011.7,1013.5,1,1,17.1,21,No,0,No
07/12/2013,SydneyAirport,14,25.6,0,7.6,12.6,E,35,WNW,ENE,15,20,34,33,1020.5,1018.3,3,6,20.7,24.1,No,0,No
08/12/2013,SydneyAirport,17.3,27.6,0,7.2,11.4,NNE,52,NE,NE,17,37,55,35,1019.1,1013.4,3,2,22.4,26.2,No,0,No
09/12/2013,SydneyAirport,20,32,0,10,4.1,NNE,54,WNW,NNE,11,26,48,39,1009.2,1003.8,7,7,25.6,29.7,No,0,No
10/12/2013,SydneyAirport,24.1,34.4,0,8,12,SSE,59,NW,ESE,28,26,30,37,1002.5,1002.8,1,1,29.8,29.1,No,0,No
11/12/2013,SydneyAirport,17.6,29.4,0,11.2,13.2,ENE,43,WSW,ENE,17,30,31,32,1009.8,1004.7,1,3,22.9,26.2,No,0,No
12/12/2013,SydneyAirport,19.7,27,0,10.4,9.7,NE,56,ENE,ENE,20,31,64,56,1012,1009.8,6,2,21.6,24.4,No,0,No
13/12/2013,SydneyAirport,19.2,28.9,0,6.8,13,NE,56,W,ENE,9,33,70,53,1012.5,1009.9,1,1,23,27.2,No,0,No
14/12/2013,SydneyAirport,20.8,24.9,0,8.8,9.8,S,54,S,SSE,37,33,75,59,1014.9,1015.4,3,5,21.8,23.3,No,6.2,Yes
15/12/2013,SydneyAirport,18.3,24.3,6.2,7.8,2,ESE,37,NNE,SE,9,24,84,70,1018.7,1017.1,7,5,20.1,22.7,Yes,23,Yes
16/12/2013,SydneyAirport,18.4,25.1,23,7,6.4,ENE,41,NNW,ENE,17,26,92,59,1020.8,1019.1,7,3,18.6,24.4,Yes,7.8,Yes
17/12/2013,SydneyAirport,18.6,27.7,7.8,3.6,11.9,NE,52,NNE,ENE,15,33,52,41,1021.6,1019.3,6,1,24.3,26.5,Yes,0,No
18/12/2013,SydneyAirport,20,26.3,0,10,12.9,ENE,41,NNE,ENE,17,31,53,50,1024.1,1022.8,3,1,25,25.1,No,0,No
19/12/2013,SydneyAirport,19.9,27.8,0,9,12.9,NE,65,NNE,NE,24,41,54,51,1022.4,1018.6,2,1,24.6,26.5,No,0,No
20/12/2013,SydneyAirport,21.1,37.8,0,10,10.1,NNE,41,N,NNE,13,30,53,33,1016.1,1011.1,2,3,27,33.5,No,0,No
21/12/2013,SydneyAirport,21.4,26.3,0,11.6,9.9,S,61,SSW,S,31,43,72,79,1016.8,1015.6,6,1,23.1,23.1,No,0,No
22/12/2013,SydneyAirport,21.4,31.2,0,8,6.9,NE,63,NNE,NE,17,28,64,56,1012.6,1008.2,7,7,26,29.8,No,0,No
23/12/2013,SydneyAirport,21.5,36.6,0,7.6,4,S,72,SSE,ENE,15,15,73,30,1007.3,1004.2,7,7,25.8,33.2,No,0,No
24/12/2013,SydneyAirport,18.8,21.5,0,6.6,0,S,52,SSE,S,31,24,59,66,1018.4,1018.7,7,7,20.7,20.7,No,0.4,No
25/12/2013,SydneyAirport,18.1,21.5,0.4,3.6,0,NE,37,NW,NE,9,20,91,89,1019.3,1016.5,8,8,18.9,20.9,No,15.8,Yes
26/12/2013,SydneyAirport,18.6,25,15.8,1.2,9.5,SW,54,SSW,SE,20,22,84,60,1012.5,1010.7,7,1,21,24,Yes,1.2,Yes
27/12/2013,SydneyAirport,17.9,25.8,1.2,6.2,10.5,E,39,SW,ENE,11,26,75,61,1012.5,1011,5,5,21.8,24.2,Yes,0,No
28/12/2013,SydneyAirport,18.7,27.6,0,5.6,12.4,NNE,57,NNE,NE,19,37,60,50,1012.3,1007.6,4,1,22.8,26.9,No,0,No
29/12/2013,SydneyAirport,20.2,22.9,0,10.2,11.7,S,89,S,S,59,37,71,59,1009.4,1013.1,2,1,20.5,21,No,0,No
30/12/2013,SydneyAirport,18.4,25.6,0,11.4,10.2,ENE,48,E,ENE,13,33,48,43,1015.4,1011.7,5,1,22.1,24.7,No,0,No
31/12/2013,SydneyAirport,18,30.2,0,6.4,10.6,SE,37,WNW,E,11,24,56,51,1013.3,1011.1,2,1,23.2,25.7,No,0,No
01/01/2014,SydneyAirport,19.6,28.1,0,7.4,5.9,NE,52,NNE,NE,17,39,62,55,1014.7,1011.2,5,8,24.1,26.1,No,0,No
02/01/2014,SydneyAirport,22.3,36.8,0,8,3.5,W,63,WSW,SSW,7,35,71,62,1003.7,1002.5,7,7,25.6,26.2,No,0.4,No
03/01/2014,SydneyAirport,20.5,28.3,0.4,5.6,5.6,ENE,41,NE,NE,22,28,60,45,1005.2,999.8,7,6,23.1,26.9,No,0,No
04/01/2014,SydneyAirport,20.2,26.3,0,7.4,11.2,S,65,SSW,ESE,28,26,67,51,1003.4,1002.5,1,1,21.9,24.7,No,0,No
05/01/2014,SydneyAirport,20.3,29,0,8.2,12.2,NE,72,NNE,NE,17,43,58,55,1010.5,1005.4,6,2,24.5,28.2,No,0,No
06/01/2014,SydneyAirport,20.2,30.6,0,9.4,12.8,SW,50,WSW,ESE,22,31,33,27,1009,1007.5,1,1,23.9,26.6,No,0,No
07/01/2014,SydneyAirport,17.6,22.4,0,11.4,1.7,S,54,S,S,39,28,64,59,1018.3,1019.3,5,7,19.8,20.7,No,0.2,No
08/01/2014,SydneyAirport,16.9,22.5,0.2,7.6,0.4,S,44,SSW,SSE,17,22,75,67,1023.9,1022.6,7,7,18.2,19.8,No,0.2,No
09/01/2014,SydneyAirport,18,24,0.2,3.8,2,ENE,41,NE,ENE,19,26,39,46,1024.4,1023.1,7,7,22.5,23.1,No,0.6,No
10/01/2014,SydneyAirport,18.7,27.8,0.6,6.6,9.3,NE,50,SSW,ENE,9,33,88,53,1022.3,1019.6,6,3,20.6,24.9,No,0,No
11/01/2014,SydneyAirport,19.7,31.9,0,7.2,10.9,NE,37,WNW,NE,9,28,60,41,1018.7,1014.3,1,2,25,30.4,No,0,No
12/01/2014,SydneyAirport,21,27.9,0,10.4,10.3,SE,37,S,SE,19,26,80,65,1017.8,1017,2,3,23.5,26.3,No,0,No
13/01/2014,SydneyAirport,20.1,26.1,0,7.6,11.5,SSW,35,SSW,SE,17,20,69,51,1022.1,1020.1,6,2,21.9,25,No,0,No
14/01/2014,SydneyAirport,19.8,29.7,0,7.2,12,ENE,52,N,ENE,13,35,55,41,1022.2,1019.4,4,0,24.1,28,No,0,No
15/01/2014,SydneyAirport,21.5,31.3,0,10,12.8,NNE,65,N,NE,9,44,55,45,1021.6,1017.8,0,1,26.7,30.1,No,0,No
16/01/2014,SydneyAirport,21.8,30.8,0,10.8,13.1,NE,46,N,NE,19,28,61,51,1019.1,1016.5,0,0,25.7,28.9,No,0,No
17/01/2014,SydneyAirport,21.4,30.8,0,10.4,12.8,NE,63,NNE,NE,11,31,61,46,1016.6,1013.9,2,0,25.6,29.6,No,0,No
18/01/2014,SydneyAirport,20.4,31.8,0,10.6,13.1,NE,56,WNW,NE,7,41,60,41,1012.6,1009,0,0,25.4,30.7,No,0,No
19/01/2014,SydneyAirport,20.3,25.5,0,10.8,6.1,SSE,52,S,S,26,31,83,84,1010.2,1009.1,7,6,22.9,23.5,No,0.2,No
20/01/2014,SydneyAirport,21.4,26.2,0.2,4.2,2.8,S,44,S,SSE,13,26,83,80,1009.4,1008.2,6,7,22.8,23.4,No,2.2,Yes
21/01/2014,SydneyAirport,19.6,25.4,2.2,5,0.6,ESE,30,E,E,20,17,77,64,1010.4,1008,7,7,21.4,24.7,Yes,3.4,Yes
22/01/2014,SydneyAirport,19.5,23.5,3.4,2.8,0,SSE,48,SSE,SSE,31,33,73,67,1017.8,1020,7,7,21.7,21.5,Yes,0.4,No
23/01/2014,SydneyAirport,19.7,26,0.4,4.4,4.6,E,37,E,E,24,26,55,45,1023.3,1020.9,5,7,23,25,No,0,No
24/01/2014,SydneyAirport,20,28.4,0,7.4,1.5,NE,63,N,NNE,20,39,65,53,1014,1007.5,8,8,24.6,28.2,No,3.4,Yes
25/01/2014,SydneyAirport,19.5,22.9,3.4,5.6,8,SSE,61,S,S,31,46,75,49,1012.2,1014.9,4,4,21,21.9,Yes,0.8,No
26/01/2014,SydneyAirport,16.6,22.8,0.8,8.6,2.3,SE,33,SSE,ENE,15,19,79,44,1023.9,1024.2,7,7,18.3,21.6,No,0,No
27/01/2014,SydneyAirport,17,27.3,0,3.6,12.7,NE,50,WNW,NE,9,35,52,41,1024.4,1022.1,3,3,22.1,26.7,No,0,No
28/01/2014,SydneyAirport,19.8,28.7,0,9.4,13,NNE,65,NNE,NE,22,46,40,44,1021.4,1018.2,1,1,25.3,27.6,No,0,No
29/01/2014,SydneyAirport,20.8,30.9,0,12,13,NE,57,NNW,NE,11,31,62,42,1017,1013.7,0,1,25.5,29.1,No,0,No
30/01/2014,SydneyAirport,20.7,30.4,0,9.6,13,NE,63,NE,NNE,17,43,50,35,1020,1016.6,3,0,25.6,29.3,No,0,No
31/01/2014,SydneyAirport,19.4,30.5,0,12.6,13,NE,52,NNE,NE,24,35,47,35,1015,1011.7,1,1,25.7,29.9,No,0,No
01/02/2014,SydneyAirport,20.8,27.8,0,11,10.6,SSW,44,S,SE,24,24,81,63,1015.3,1012.7,6,3,22.4,26.6,No,0,No
02/02/2014,SydneyAirport,22.1,29.7,0,7.2,12.7,NNE,52,NNE,NE,30,39,63,43,1015.6,1014.5,3,1,25.4,28.6,No,0,No
03/02/2014,SydneyAirport,21.9,30.1,0,12,11.6,NNE,65,NNE,NE,35,41,52,38,1015.6,1011.8,1,0,25.2,29.1,No,0,No
04/02/2014,SydneyAirport,20.5,25.4,0,12,1.2,SSE,67,ESE,SSW,19,43,70,89,1017.2,1019.6,7,8,24.2,19.1,No,0.8,No
05/02/2014,SydneyAirport,18.4,23.6,0.8,5.2,3.1,SE,46,SE,S,33,28,62,53,1024.1,1022.5,6,7,19.4,20.9,No,0.4,No
06/02/2014,SydneyAirport,17.3,24.3,0.4,7.2,3.2,S,33,WSW,SE,11,17,63,47,1020.5,1017.8,8,7,19.6,22.5,No,0,No
07/02/2014,SydneyAirport,15.9,27.7,0,4.2,12.3,NE,50,WNW,NE,9,35,58,44,1017.7,1015,1,1,20.8,25.9,No,0,No
08/02/2014,SydneyAirport,19.2,29.8,0,9.2,12.1,NE,54,N,NE,6,37,58,38,1018.1,1016,0,0,23.9,28.2,No,0,No
09/02/2014,SydneyAirport,20.7,30.7,0,9.6,12.9,NE,57,NNE,NE,13,35,68,41,1018.9,1015.3,2,0,23.7,29.8,No,0.2,No
10/02/2014,SydneyAirport,20.1,23.5,0.2,10.4,0.2,SSW,76,S,S,31,28,85,69,1019.6,1017.6,8,6,20.5,23,No,0,No
11/02/2014,SydneyAirport,20,26,0,7.2,4,S,35,SSW,S,11,24,79,77,1017.8,1014.9,8,2,21.4,23.3,No,0,No
12/02/2014,SydneyAirport,20.7,28,0,6,4.3,E,41,ESE,E,22,30,76,59,1016.5,1015.5,7,7,23.9,27,No,1.2,Yes
13/02/2014,SydneyAirport,21.4,29.8,1.2,4.6,7.5,ENE,50,NNE,ENE,20,31,60,44,1015.1,1011.2,4,8,25.8,29.3,Yes,0,No
14/02/2014,SydneyAirport,21.6,25.7,0,8.8,0,NE,31,N,ENE,9,19,72,76,1008.2,1006.4,8,8,23.4,23.1,No,2.6,Yes
15/02/2014,SydneyAirport,21.2,27.1,2.6,2.2,0,NNE,35,N,NE,15,20,87,79,1003.6,999.3,8,8,22.6,24.4,Yes,4.6,Yes
16/02/2014,SydneyAirport,22.3,24.4,4.6,2.4,0,SE,56,ESE,SSE,11,30,91,92,999.4,1001.4,8,8,22.9,21.4,Yes,17.4,Yes
17/02/2014,SydneyAirport,18.3,25.3,17.4,7,8.3,S,44,SSW,SE,20,20,90,56,1013.6,1013.6,7,4,19.2,23.6,Yes,0,No
18/02/2014,SydneyAirport,19.1,25.1,0,2.4,2.7,ESE,31,N,ENE,4,20,73,68,1013.1,1009.8,7,7,21.1,23.7,No,0,No
19/02/2014,SydneyAirport,21,29.3,0,2.2,1.8,WNW,41,N,NW,13,13,79,91,1004.8,1002.2,7,8,24.2,24.2,No,24.6,Yes
20/02/2014,SydneyAirport,20.5,27.8,24.6,4.2,11.2,SE,33,WSW,SE,20,28,45,39,1007.6,1008,5,2,22.4,25.6,Yes,0,No
21/02/2014,SydneyAirport,18.4,25.5,0,11.4,11.9,WSW,48,WSW,SSE,19,28,30,56,1016,1015.9,1,1,21,23.5,No,0,No
22/02/2014,SydneyAirport,18.9,24.3,0,5.8,9.2,S,37,SSW,SSE,22,24,83,63,1020.5,1019.3,7,4,19.7,22.3,No,0,No
23/02/2014,SydneyAirport,19.3,24.4,0,8,10.7,S,43,SSE,SSE,28,28,55,60,1023.4,1022.1,1,2,21.4,23,No,0,No
24/02/2014,SydneyAirport,19.7,27,0,6.4,11,ENE,41,WSW,ENE,9,22,67,54,1020.7,1018,2,1,21.7,25.6,No,0,No
25/02/2014,SydneyAirport,20,28.9,0,7.4,11.8,NNE,56,NE,NE,6,37,67,41,1017.9,1013.4,3,1,24.1,28.4,No,0,No
26/02/2014,SydneyAirport,20.6,34.9,0,9.8,6.2,S,54,N,E,11,15,58,33,1011.8,1009.8,6,7,25,32.1,No,6.2,Yes
27/02/2014,SydneyAirport,20.3,21.8,6.2,5.2,0.2,S,54,S,SSE,33,35,90,83,1017.3,1019.2,7,7,21.3,20.7,Yes,0,No
28/02/2014,SydneyAirport,19.4,21.9,0,3.2,0,SE,46,SE,SSE,30,28,89,64,1022.9,1022.5,8,7,19.4,21.6,No,8.8,Yes
01/03/2014,SydneyAirport,18.6,23.8,8.8,1.6,0,ESE,44,SW,NE,9,24,94,66,1020.6,1019.2,7,8,19.5,23.2,Yes,4.2,Yes
02/03/2014,SydneyAirport,18,23.8,4.2,2.4,1.2,S,39,SSW,SSW,19,19,88,86,1020.3,1020.6,7,8,19.8,20.9,Yes,0.2,No
03/03/2014,SydneyAirport,19.2,24.9,0.2,3.8,3.8,SSW,35,SW,N,17,6,79,86,1024.9,1024.7,3,7,21.3,21.4,No,4.8,Yes
04/03/2014,SydneyAirport,19.3,26.3,4.8,2.6,3.3,E,28,N,SSE,13,15,68,68,1026.1,1023.7,7,7,22.7,23.9,Yes,0,No
05/03/2014,SydneyAirport,18.4,30.7,0,4,7.7,SW,59,NW,NE,13,28,68,47,1018.6,1013.7,1,3,22.5,29.6,No,12,Yes
06/03/2014,SydneyAirport,19.6,24.3,12,7,5.8,SSW,59,SSW,S,30,28,82,71,1018.6,1018.5,7,7,21.4,23.5,Yes,0.2,No
07/03/2014,SydneyAirport,19.4,28.1,0.2,5.2,7.5,E,37,NW,ENE,9,20,70,55,1020.3,1018.5,4,5,23.1,26.7,No,0,No
08/03/2014,SydneyAirport,21,28.6,0,5.6,8.9,E,46,SSW,E,4,28,82,62,1022.7,1021.5,7,2,22.3,25.3,No,0.2,No
09/03/2014,SydneyAirport,20,28.2,0.2,6.4,11.1,E,37,NNW,ENE,9,24,63,45,1023.5,1020.9,4,3,24.2,26.8,No,0,No
10/03/2014,SydneyAirport,21.8,29.5,0,6.8,11,ENE,41,NNE,ENE,17,30,61,43,1023.4,1021.4,3,2,24.9,27.7,No,0,No
11/03/2014,SydneyAirport,19.9,28.7,0,8.6,10.8,NE,44,NW,NE,13,26,62,42,1023.5,1021.2,1,1,24.3,27.3,No,0,No
12/03/2014,SydneyAirport,19.8,28.6,0,8.2,6.2,S,35,WNW,ESE,11,15,65,49,1018.3,1015.5,6,7,22.6,27.1,No,30.6,Yes
13/03/2014,SydneyAirport,18.3,24.7,30.6,7,6.2,SSW,56,SSW,SSE,24,24,82,73,1020.5,1018.5,6,3,19.6,22.4,Yes,0,No
14/03/2014,SydneyAirport,18.8,28.6,0,4,7.9,NNE,48,N,ENE,11,33,65,49,1018.3,1014.6,6,1,24.2,25.9,No,0,No
15/03/2014,SydneyAirport,20.8,28.3,0,7.8,5.8,WSW,50,NW,NNE,15,19,64,53,1013,1008.2,4,7,23.2,27.2,No,9.6,Yes
16/03/2014,SydneyAirport,19.4,29.3,9.6,5.8,5.8,WSW,57,NW,NW,17,17,52,63,1005.4,1004.5,2,7,25,24.6,Yes,3.8,Yes
17/03/2014,SydneyAirport,15.3,28,3.8,6.2,11.2,NE,43,WNW,W,20,13,47,22,1016.9,1015,1,1,18.8,27.7,Yes,0,No
18/03/2014,SydneyAirport,16.2,30.8,0,7.2,10.4,NE,35,NW,NE,13,22,51,29,1020.9,1018.6,1,5,21.7,28.6,No,0,No
19/03/2014,SydneyAirport,18.6,25.5,0,6.6,10.1,SSW,59,SSW,S,19,37,76,71,1023.9,1023.6,1,6,22.2,24.2,No,0,No
20/03/2014,SydneyAirport,19.9,27.3,0,6.2,9.2,ENE,39,NA,ENE,0,28,59,56,1026.9,1024.2,3,3,24.7,26.6,No,4.2,Yes
21/03/2014,SydneyAirport,21.2,28.2,4.2,6,5.2,NNE,41,N,NNE,17,28,66,47,1022.4,1018.8,7,4,23.4,26.6,Yes,0,No
22/03/2014,SydneyAirport,18.6,30,0,6,9.5,SSW,46,N,NE,11,26,68,51,1017.8,1014.1,3,2,23.5,27.4,No,1.4,Yes
23/03/2014,SydneyAirport,20,29.1,1.4,5.2,7.2,S,35,S,NE,9,19,81,56,1017.7,1013.2,3,7,21.5,28.5,Yes,0,No
24/03/2014,SydneyAirport,20.1,22.6,0,6.2,0,W,72,SSW,W,33,20,85,92,1016.5,1015.4,8,8,20.3,18.3,No,40,Yes
25/03/2014,SydneyAirport,16.8,25.4,40,4.2,6.5,ENE,31,NW,SE,13,15,76,70,1019.9,1019.8,1,7,21.2,24.4,Yes,0.2,No
26/03/2014,SydneyAirport,20.2,25.6,0.2,2.8,0,NE,46,S,NE,7,13,92,76,1022.6,1021.2,7,7,21.6,24.6,No,22.8,Yes
27/03/2014,SydneyAirport,20.4,23.3,22.8,2.8,0,NNE,54,NNE,NNW,7,15,87,70,1022.3,1020.1,8,8,22.2,21.4,Yes,6.4,Yes
28/03/2014,SydneyAirport,17.9,25.4,6.4,1,0,WNW,24,WNW,WNW,13,9,87,63,1016.9,1013.4,7,8,19.1,24.9,Yes,1.2,Yes
29/03/2014,SydneyAirport,18.8,23.5,1.2,3.6,5.6,SSW,46,SW,S,19,30,78,71,1015.4,1015.1,6,7,21,22.5,Yes,0,No
30/03/2014,SydneyAirport,19.5,25.1,0,3.6,10.1,SSE,35,SSW,SSE,15,24,78,67,1020.1,1019.3,3,3,21.7,24.4,No,2.8,Yes
31/03/2014,SydneyAirport,17.8,24.9,2.8,5,10.2,ENE,26,NW,E,11,19,75,61,1022.3,1019.6,3,6,21,24.1,Yes,0,No
01/04/2014,SydneyAirport,17.7,28.5,0,3.2,6.2,NE,37,NW,ENE,11,19,74,48,1019.6,1017.1,7,7,21.6,27.1,No,0,No
02/04/2014,SydneyAirport,18.7,28.1,0,4.8,10.9,ENE,31,NW,ENE,11,24,80,60,1017.7,1014.3,2,1,21,26.1,No,0,No
03/04/2014,SydneyAirport,19.6,28.9,0,3,8.8,SSW,41,NW,ENE,13,24,76,57,1017.3,1014.7,1,7,22.6,27.2,No,0.2,No
04/04/2014,SydneyAirport,19.7,21.5,0.2,6,0,S,50,SW,S,15,28,86,86,1018.4,1016.6,8,8,20,20,No,4.6,Yes
05/04/2014,SydneyAirport,18.2,23.3,4.6,9.2,6.4,S,70,WSW,S,11,31,83,77,1018.7,1016.8,7,3,20.3,22.6,Yes,2.2,Yes
06/04/2014,SydneyAirport,17,21.3,2.2,4.6,1.1,SSE,59,SSW,SSW,26,22,82,90,1020.8,1021.1,7,8,19.9,19.5,Yes,18.6,Yes
07/04/2014,SydneyAirport,16.6,22,18.6,4.2,3.3,S,46,SE,SE,22,17,75,50,1025.2,1023.6,6,6,19.5,21.7,Yes,2.2,Yes
08/04/2014,SydneyAirport,17.4,23.4,2.2,5.2,1.2,ENE,26,NW,E,11,19,73,51,1023.8,1020,7,6,20.2,22.4,Yes,0,No
09/04/2014,SydneyAirport,15.9,24.7,0,0.4,4.6,ENE,28,W,ENE,7,20,64,55,1021.3,1017.8,7,7,21.5,23,No,0,No
10/04/2014,SydneyAirport,17.9,24,0,2.6,0,NW,20,W,NNE,9,13,74,78,1016.8,1012.8,7,8,20.2,20.9,No,5,Yes
11/04/2014,SydneyAirport,19,27.1,5,1.6,3.7,SW,52,WNW,WSW,22,17,67,57,1005.5,1002.9,5,7,23.7,25,Yes,8,Yes
12/04/2014,SydneyAirport,18,21.1,8,3.8,0.7,SSW,72,SSW,SW,37,39,83,72,1011,1012.1,7,6,19,20,Yes,1.4,Yes
13/04/2014,SydneyAirport,16.1,20.7,1.4,1.4,1,SW,54,SSW,S,30,35,79,82,1016.9,1016.1,7,7,18.5,19.3,Yes,2.4,Yes
14/04/2014,SydneyAirport,13.9,19.1,2.4,3.6,3.3,SSW,54,SSW,SSW,30,26,75,75,1020.3,1018.8,6,5,17.5,18.6,Yes,1.6,Yes
15/04/2014,SydneyAirport,13.9,20.7,1.6,3.4,3.5,SSW,52,WSW,SSW,17,37,55,83,1020.7,1018.3,7,8,17.9,18.6,Yes,15.2,Yes
16/04/2014,SydneyAirport,14.7,20.8,15.2,3.2,9,S,48,SSW,S,24,35,70,68,1019.8,1017.4,5,3,18.2,20.4,Yes,0,No
17/04/2014,SydneyAirport,13.2,21.1,0,5.2,9,SSW,52,WSW,S,15,31,56,54,1019.5,1017.5,5,1,18.6,20.9,No,0,No
18/04/2014,SydneyAirport,13.1,26.6,0,2.2,10.8,W,44,WNW,W,17,22,57,30,1016.3,1011.6,2,3,18.1,25.8,No,0,No
19/04/2014,SydneyAirport,16.2,19.6,0,3.8,10.7,S,54,SSW,S,26,30,63,51,1016.5,1015,1,1,18.7,18.8,No,0,No
20/04/2014,SydneyAirport,12.3,24,0,5.2,10.4,ENE,33,NW,ENE,13,24,52,52,1018.3,1014.6,3,1,17.9,22.4,No,0,No
21/04/2014,SydneyAirport,12.6,23.7,0,4,9.7,WNW,28,NW,SE,17,17,43,40,1021.1,1018.5,1,3,16.6,22,No,0,No
22/04/2014,SydneyAirport,12.5,25.4,0,4,7.9,NW,30,NW,NW,15,11,59,33,1018.7,1014.8,7,7,17.1,24.7,No,0,No
23/04/2014,SydneyAirport,13.6,24.1,0,4.2,9,NW,26,NW,SE,15,11,46,46,1017.6,1014.8,7,3,19.1,23.3,No,0,No
24/04/2014,SydneyAirport,14.3,30.1,0,3.8,9.1,SSE,52,NW,WNW,19,24,44,22,1013.6,1011.1,6,7,20.9,29.7,No,0,No
25/04/2014,SydneyAirport,19.1,21.9,0,4.6,3.2,SE,44,E,NNE,19,22,79,64,1023.1,1019.2,8,1,19.2,20.6,No,4.8,Yes
26/04/2014,SydneyAirport,14.7,24.8,4.8,2,1.2,SW,31,NW,NW,15,17,74,49,1015.1,1011.4,7,7,17.9,24.2,Yes,0.4,No
27/04/2014,SydneyAirport,17.3,19.1,0.4,2.2,0,SSW,48,SSW,S,26,31,79,85,1023.3,1023.1,5,7,18.2,17.4,No,2.6,Yes
28/04/2014,SydneyAirport,15.6,22.3,2.6,1,2.8,NE,26,WNW,NE,7,17,77,61,1025.8,1021.9,6,6,18.5,20.7,Yes,0,No
29/04/2014,SydneyAirport,14.2,26.4,0,3,8.5,N,33,NNW,NE,13,26,63,59,1017.7,1013.1,1,7,20.7,24,No,3.4,Yes
30/04/2014,SydneyAirport,18.4,23.9,3.4,5,7.1,W,50,WSW,WSW,13,26,82,32,1012.4,1011.7,7,2,19.6,21.6,Yes,0,No
01/05/2014,SydneyAirport,11.3,19.8,0,5.2,10.2,SW,35,WSW,SE,13,15,50,45,1017.7,1013.7,1,1,15.9,19.4,No,0,No
